"f.f.","Color: White","Competent for carpet!!","23 Dec 2020","Good product except for there was a better promotion after my purchase... Go xiaomi!!!","5.0","0"
"Emily L.","Color: Black","I want one for my second floor!","10 Dec 2020","Great vac. The only thing I don’t like is the bin storage fir pethair. However it is amazing in all other applications","5.0","0"
"James C. Brown Sr.","Color: Black","Quality Product","16 Jan 2021","Great product; does as advertised. Wife loved the gift!","5.0","0"
"Amazon Customer","Color: Black","Easy to use, good value for money, cleans well","08 Jan 2021","I am using it for mopping floor. It is doing a good job so far. Sometimes I run it twice for better cleaning each day. The control is flexible and the unit is quieter than my other cleaning robot.","5.0","0"
"Amazon Customer","Color: Black","Amazing engineering applied to a robot vacuum","11 Aug 2020","Impressive is all i can say, highly refined through prior generations has proven it self with this unit. Functional, and intelligence all in one package. I can't say how impressed i am with this vacuum, and I would highly recommend it to anyone.","5.0","0"
"Rebecca","Color: Black","Doesn’t last very long","03 Jun 2021","This was so great at first but it broke within a few months!","1.0","1"
"Amazon Customer","Color: White","Job well done.","16 Mar 2021","I really love this product. Saves me time and effort as well keeps my floors clean. The noise level is a little loud and has different levels but it is not anything that would keep me from buying another one.","5.0","0"
"Amazon Customer","Color: White","Great vaccuum - needs a dust bin is full alert","10 Nov 2020","Great vaccuum, just wish it alerted you when the dust bin is full. So far, that's the only issue with it!","4.0","1"
"radu c","Color: Black","all good","08 Aug 2021","all good","5.0","0"
"Soroush","Color: Black","Best robot vacuum","23 Oct 2020","This is the best vacuum robot I've had. I've used 3 different brands and these are the bests yet. I have another S5 that works great too.","5.0","0"
"Lucero","Color: Black","Pretty neat","20 Feb 2021","Wanted one for the longest time, and honestly this is not bad. Doesn’t have have all of the fancy widgets but it does the job and I love it, maybe I’ll invest more next time but this was pretty great for my first one","4.0","0"
"Amazon Customer","Color: Black","Me duró aproximadamente un mes","17 Aug 2020","La maquina comenzó a funcionar excelente, pero al cabo de unas semanas dejo de funcionar. No quiere cargar, no quiere encender. No hace nada. Quisiera mi dinero de vuelta.","1.0","1"
"Steve","Color: Black","Amazing Robotic Vacuum","12 Aug 2020","I purchased this vacuum for my son’s birthday and he is very pleased with the ease of setup and the effectiveness of the cleaning. We’ll be getting one for our own home soon. Amazing!","5.0","0"
"Ariel Sarabia","Color: White","Fenomenal","11 Mar 2021","Your browser does not support HTML5 video. El mejor robot que he tenido hasta el momento su nivel de succión es genial y no hablemos de su trapeo es genial lo recomiendo bastante, Todo llego perfecto y a tiempo, un aparato de calidad ❤️","5.0","0"
"Lucimario José dos Santos","Color: Black","Mapping available","05 Jan 2021","The vacuum cleaner performs the complete mapping of the environments, identifying different rooms. And with different suction speeds. It is incredibly useful.","5.0","0"
"Brandon","Color: Black","Works as described","12 Mar 2021","This thing is fantastic. Works exactly as described. I highly recommend. I do have issues with it not picking up things sometimes. I believe it’s a suction power issue. Also, I do not own a pet.","5.0","0"
"A. J.","Color: White","Mapping functionality does not work","26 Jun 2021","Mapping functionality is complete crap., every time it cleans it builds a new map, often get stuck in a furniture. There is nothing smart about this devise. Mopping container is tiny, good luck cleaning with that","1.0","0"
"yuhuaww","Color: White","Great product!","19 Sep 2020","Everything is awesome. Hope this robo cleaner can reduce the dust around the house that brothers me a lot. This is mainly for vacuum purpose and not that ideal for sweeping the floor.","5.0","0"
"Sea","Color: White","Excellent","04 Jan 2021","Excellent product","5.0","0"
"Lauren","Color: White","Best investment ever. 4 kids 2 dogs. Helps alot.","09 Jan 2021","Everything about this thing is amazing. Saves me lots time.","5.0","0"
"N. Choudhury","Color: Black","Easy to use","13 Jul 2020","Works like a charm and way to use","4.0","0"
"Phil Rogers","Color: Black","Great smartphone app","04 May 2021","Beat purchase I’ve made in a long time. Good suction and a really great smartphone app for creating rooms and zone you can schedule independently.","5.0","0"
"SaiP1234","Color: Black","Good product for daily use","18 Sep 2020","Automated and scheduled the roboroc. It is quite and cleans very well.","5.0","0"
"Marilyn C.","Color: White","My Brother-In-Law Loves it!","01 Jun 2021","My Brother-In-Law has a RoboRock and loves it.  It's a bit too high-tech for me, because I'm not good at this stuff.","4.0","0"
"Amazon Customer","Color: Black","VERY QUEIT AND SMART!!!","11 Jul 2021","VERY QUEIT AND SMART!!!","5.0","1"
"Gooey210","Color: Black","Can’t program it!","29 Jan 2021","I like it, but I can’t get the darn thing programmed. I’m currently just using the remote control option. Any help would be appreciated!","3.0","0"
"Morgan","Color: Black","Great Vacuum","02 Dec 2020","This is a great product! It mapped my house in about half an hour and from there it vacuums and sweeps my house in 20 min. 3 times a day!","5.0","0"
"Megan","Color: White","Love!","18 May 2021","Major upgrade from my Roomba 860. Love the room mapping feature. It’s also super efficient. I decided to change the voice to one of the fun Chinese ones, so she’s a constant source of amusement.","5.0","0"
"Leslie Gipon","Color: White","Excellent mopping tool","24 Feb 2021","Purchased this product primarily for its mopping ability. This machine does not disappoint. Easy to use and it vacuums well and does a fantastic job mopping. I hate mopping! Happy mama here!","5.0","0"
"D. Smithson","Color: Black","Great robotic vacuum","28 Apr 2021","Great robotic vacuum works great and does a good job. Easy to maintain also.","5.0","0"
"Yevfjs1","Color: White","Great robot vacuum!","30 Nov 2020","This model of Roborock did both vacuuming and mopping at the same time and made my hardwood floor clean. I wish they would develop some cleansing liquid to make my hardwood floor shine :)","5.0","0"
"Chad","Color: Black","Cleans my house every night. Maps up to three floors.","16 Aug 2021","You can't tell Alexa to tell the roborock to clean individual rooms that.","5.0","0"
"Fernando","Color: Black","Excelente opción de una aspiradora para pelo de mascota","20 Aug 2021","Me agradó la opción de múltiples mapas y niveles y edición de las mismas. Me parece muy pequeño el depósito de basura.","4.0","0"
"Alexander Fariñas","Color: Black","roborock","17 Jun 2020","Excellent","5.0","0"
"Steven","Color: Black","Great product","09 Jan 2021","Improve my life , after a simple set up, it is smart enough to work and recharge on itself.","5.0","0"
"Avner Bar-Am","Color: White","great","04 Feb 2021","great","5.0","0"
"lucinda west","Color: Black","It doesn’t follow the map that you set up","26 Aug 2021","I used it for carpet and laminate floors it will not follow the map","3.0","0"
"Anna S.","Color: Black","Fix the issue with sensor cliffs.","26 Sep 2020","I had some problems with cliff sensors ,but the customer service care fixed it. Now it works fine and no issues with cliff sensors . Thank you!","3.0","0"
"Ivan Dutra","Color: Black","very good","02 Jul 2021","the alexa integration is the best, best cust","5.0","1"
"Cathi Turner","Color: Black","No downsides to this purchase it is amazing","28 Dec 2020","I love this vacuum. It is so satisfying to watch it vacuum. I couldn't believe how much stuff it picked up when I thought my floor was already clean. Amazing!","5.0","0"
"Patty Smith","Color: Black","Works Great","26 Jan 2021","I bought this to vacuum my house.  Have had some trouble programming it.  I wasn't sure I would like this, but I do.  While it vacuums I can be getting other things done.  Have not tried to mop with it yet.","5.0","0"
